pagina,titulo,conteudo,status,id_doc
3332,(CO) Consulta Correspondência\CO_2138,"COD_TIPO: CO
NUM_ANTDOC: 2138
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa o dia de sua chegada ao Rio de Janeiro.
DATA_INICIO: 1947/10/16",sucesso,CO_2138
3333,(CO) Consulta Correspondência\CO_2139,"COD_TIPO: CO
NUM_ANTDOC: 2139
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Luiz Carlos Prestes
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta suas atividades, em sua estada em São Paulo, referindo-se à situação política do país. Informa ter recebido notícias da situação no Chile, através de carta de Neruda. Cola à carta um recorte do ""O Estado de S. Paulo"" tratando da viagem de Portinari ao Uruguai.
DATA_INICIO: 1947/12/02",sucesso,CO_2139
3336,(CO) Consulta Correspondência\CO_2140,"COD_TIPO: CO
NUM_ANTDOC: 2140
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Luiz Carlos Prestes
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Cita compromisso assumidos, nessa visita ao Brasil, deculpando-se por não poder ir encontrá-lo em Salto, URU. Comenta encontro com Luiz Carlos Prestes, que lhe deu autógrafo e lhe concedeu uma entrevista. Diz estar enviando recorte, com foto que registra sua visita ao Museu, tirada em frente ao ""São Francisco"" de Portinari. Pergunta pelo trabalho para o Banco.
DATA_INICIO: 1947/12/13",sucesso,CO_2140
3337,(CO) Consulta Correspondência\CO_2141,"COD_TIPO: CO
NUM_ANTDOC: 2141
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão-postal
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Cumprimenta Portinari, ao chegar a Montevidéu.
DATA_INICIO: 1947/06/20",sucesso,CO_2141
3339,(CO) Consulta Correspondência\CO_2142,"COD_TIPO: CO
NUM_ANTDOC: 2142
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Rosita Guillén
ONOMÁSTICO: null
DESTINATARIO: Nicolás Guillén
MEMO_RESUMO: Desejam felicidades.
DATA_INICIO: 1947/07/10",sucesso,CO_2142
3340,(CO) Consulta Correspondência\CO_2143,"COD_TIPO: CO
NUM_ANTDOC: 2143
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Astrojildo Pereira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Relata suas atividades no Brasil, tais como: conferências, passeios, encontro com Prestes. Mostra-se entusiasmado com as cidades mineiras que visitou, em companhia de Astrojildo e Frontini. Expõe suas impressões sobre D. Domingas, sobre a Pampulha, a política brasileira e a cubana. Diz ter tido notícias dos trabalhos que Portinari está realizando em Montevidéu, através de Amorim.
DATA_INICIO: 1948/01/30",sucesso,CO_2143
3343,(CO) Consulta Correspondência\CO_2144,"COD_TIPO: CO
NUM_ANTDOC: 2144
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Astrojildo Pereira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta ter sabido do retono de Portinari através de Manuel Bandeira. Relata a boa acolhida a um poema seu, escrito na casa de Portinari. Pede notícias de Astrogildo, a quem tem escrito, sem obter resposta. Mostra-se contente por ter recebido carta dos pais de Portinari.
DATA_INICIO: 1948/07/15",sucesso,CO_2144
3344,(CO) Consulta Correspondência\CO_2145,"COD_TIPO: CO
NUM_ANTDOC: 2145
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Enrique Amorim
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta assuntos pessoais, especialmente a situação política de Cuba.
DATA_INICIO: 1948/05/12",sucesso,CO_2145
3346,(CO) Consulta Correspondência\CO_2146,"COD_TIPO: CO
NUM_ANTDOC: 2146
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Astrojildo Pereira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta e fotos de obras de Portinari, comentando-as.Comenta, também, a situação política da Venezuela e de Cuba. Diz estar em falta com Astrojildo, pretendendo escrever-lhe breve.
DATA_INICIO: 1948/12/07",sucesso,CO_2146
3347,(CO) Consulta Correspondência\CO_2147,"COD_TIPO: CO
NUM_ANTDOC: 2147
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Enrique Amorim
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta que um jornal de Havana encomenou-lhe artigo sobre sua viagem. Em relação ao Brasil, pretende focalizar Portinari e Niemeyer, pedindo o envio de fotografias de obras, para ilustrá-lo. Refere-se às fotos deles dois juntos, pedindo o envio de uma que lhe falta, junto ao cartaz da exposição de Portinari. Mostra-se desejoso que o pintor vá a Cuba.
DATA_INICIO: 1948/10/02",sucesso,CO_2147
3348,(CO) Consulta Correspondência\CO_2148,"COD_TIPO: CO
NUM_ANTDOC: 2148
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Manuel Bandeira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa que escreveu para Niemeyer, junto à carta para Portinari, enviando também recortes da revista ""Boemia"", contendo reportagem de sua autoria sobre a obra dele, Portinari. Reitera o pedido de fotos de obras para um trabalho mais extenso que ele quer fazer, como o de Mario de Andrade. Informa ter recebido carta de Manuel Bandeira, com uma tradução do poema que ele, Guillén, fez em casa de Portinari. Insiste que Portinari deve ir à Cuba.
DATA_INICIO: 1948/11/13",sucesso,CO_2148
3349,(CO) Consulta Correspondência\CO_2149,"COD_TIPO: CO
NUM_ANTDOC: 2149
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: José Jobim
DESTINATARIO: Sérgio Lima e Silva
MEMO_RESUMO: Justifica a ausência de cartas por conta dos problemas de saúde de Maria. Quanto à moça que deseja ter aulas com ele, Portinari, informa sobre o fechamento da Universidade onde lecionava, avisando que não dá aulas particulares. Avisa que pretende embarcar para a América até junho. Dá o nome da galeria que trata de seus negócios em Nova York. Refere-se às suas três exposições, que percorrem os Estados Unidos,
DATA_INICIO: 1941/04/24",sucesso,CO_2149
3352,(CO) Consulta Correspondência\CO_2150,"COD_TIPO: CO
NUM_ANTDOC: 2150
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa estar em Nova York, com a delegação cubana, no Congresso pela Paz Mundial. Comenta o problema com os vistos, ocorrido com todos os latinos, com o objetivo de esvaziar o Congresso.
DATA_INICIO: 1949/03/23",sucesso,CO_2150
3354,(CO) Consulta Correspondência\CO_2151,"COD_TIPO: CO
NUM_ANTDOC: 2151
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Desculpa-se pela demora em responder, avisando estar enviando artigo, de sua autoria, sobre Portinari, publicado na revista ""Bohemia"".
DATA_INICIO: 1949/10/30",sucesso,CO_2151
3355,(CO) Consulta Correspondência\CO_2152,"COD_TIPO: CO
NUM_ANTDOC: 2152
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: No verso de cartão-convite para um coquetel nos Salões do Comitê da Paz, encerrando leilão de pintores e escultores mexicanos e sulamericanos, Nicolás e Di Cavalcanti saúdam Portinari.
DATA_INICIO: 1949/09/27",sucesso,CO_2152
3357,(CO) Consulta Correspondência\CO_2153,"COD_TIPO: CO
NUM_ANTDOC: 2153
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Gustavo Capanema
MEMO_RESUMO: Comunica que, de regresso dos Estados Unidos, coloca-se à disposição para o início dos novos trabalhos do Ministério da Educação, conforme combinado. Pede adiantamento, por conta de despesas necessárias.
DATA_INICIO: 1942/05/",sucesso,CO_2153
3358,(CO) Consulta Correspondência\CO_2154,"COD_TIPO: CO
NUM_ANTDOC: 2154
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Beatrice A. Rudes
ONOMÁSTICO: null
DESTINATARIO: Grace L. McCann Morley
MEMO_RESUMO: Diz que é responsável pela venda ou empréstimo de obras de Portinari, mas que não é um agente, mas amiga do pintor. Confirma que enviará nove pontas secas e sete litografias, conforme pedido. Sugere que ela escreva diretamente a Portinari, para informar-se sobre preços.
DATA_INICIO: 1942/10/02",sucesso,CO_2154
3359,(CO) Consulta Correspondência\CO_2155,"COD_TIPO: CO
NUM_ANTDOC: 2155
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Oscar Niemeyer
MEMO_RESUMO: Envia orçamento para realização dos afrescos da Igreja da Pampulha. Diz preferir tratar com ele, Oscar, do que com a Prefeitura.
DATA_INICIO: 1943/10/14",sucesso,CO_2155
3361,(CO) Consulta Correspondência\CO_2156,"COD_TIPO: CO
NUM_ANTDOC: 2156
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Dizendo-se adoentado, comenta o ensaio escrito por Mário, sobre sua vida e obra, discordando de determinada parte. Pede que Mário aguarde outra carta que lhe escreverá de Brodowski, para onde pretende ir breve.
DATA_INICIO: 1944/12/",sucesso,CO_2156
3363,(CO) Consulta Correspondência\CO_2157,"COD_TIPO: CO
NUM_ANTDOC: 2157
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Cláudio Gaus
DESTINATARIO: Manuel Bandeira
MEMO_RESUMO: Comenta um projeto que, junto com Cipriano e Cláudio Gaus, tem em vista: publicar poemas inéditos dele, Bandeira, ilustrados por ele, Portinari. Diz que Petrópolis está aborrecido, mas que se distrai pintando um Purgatório para a Capela Mayrink, a pedido de Raymundo de Castro Maya. Cita as obras que pretende fazer. Comenta que todos têm gostado do retrato dele, Bandeira.
DATA_INICIO: 1944/03/26",sucesso,CO_2157
3365,(CO) Consulta Correspondência\CO_2158,"COD_TIPO: CO
NUM_ANTDOC: 2158
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Ary de Andrade
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Relata os percalços de sua viagem até a China, comentando assuntos pessoais.
DATA_INICIO: 1953/09/29",sucesso,CO_2158
3367,(CO) Consulta Correspondência\CO_2159,"COD_TIPO: CO
NUM_ANTDOC: 2159
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Ary de Andrade
MEMO_RESUMO: Comenta sua viagem ao Estado de São Paulo, quando percorreu algumas cidades, destacando a estadia em Brodowski. Comenta, ainda, a situação política em Cuba, surpreso com o golpe contra Batista.
DATA_INICIO: 1953/08/05",sucesso,CO_2159
3368,(CO) Consulta Correspondência\CO_2160,"COD_TIPO: CO
NUM_ANTDOC: 2160
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO:  Peloduro
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta sua estadia em São Paulo, bem como a situação política em Cuba.
DATA_INICIO: 1953/08/05",sucesso,CO_2160
3369,(CO) Consulta Correspondência\CO_2161,"COD_TIPO: CO
NUM_ANTDOC: 2161
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Irmgard Burchard
DESTINATARIO: null
MEMO_RESUMO: Recomenda a pintora Irmgard Burchard para obtenção de bolsa de estudos em Arte.
DATA_INICIO: 1945/09/21",sucesso,CO_2161
3371,(CO) Consulta Correspondência\CO_2162,"COD_TIPO: CO
NUM_ANTDOC: 2162
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Ary de Andrade
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta a situação política em Cuba e a sua permanência no Brasil, por motivos políticos.
DATA_INICIO: 1953/08/25",sucesso,CO_2162
3372,(CO) Consulta Correspondência\CO_2163,"COD_TIPO: CO
NUM_ANTDOC: 2163
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Gustavo Capanema
MEMO_RESUMO: Sugere a criação, na Escola Nacional de Belas Artes, do curso de pintura mural (expondo motivos), sob sua responsabilidade. Enumera títulos, justificando sua pretensão.
DATA_INICIO: 1939/05/27",sucesso,CO_2163
3375,(CO) Consulta Correspondência\CO_2164,"COD_TIPO: CO
NUM_ANTDOC: 2164
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO:  Santa Rosa
DESTINATARIO: Marques Rebelo
MEMO_RESUMO: Acusa recebimento de carta, com referência ao preparo de uma exposição em Buenos Aires, que contará com a presença de Santa Rosa. Confirma que poderão contar com ele, prometendo sua contribuição para março.
DATA_INICIO: 1945/02/01",sucesso,CO_2164
3376,(CO) Consulta Correspondência\CO_2165,"COD_TIPO: CO
NUM_ANTDOC: 2165
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa o horário de sua chegada.
DATA_INICIO: 1947/10/25",sucesso,CO_2165
3377,(CO) Consulta Correspondência\CO_2166,"COD_TIPO: CO
NUM_ANTDOC: 2166
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Enrique Amorim
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta a sua vida de exilado político e faz referência ao suicídio de Getúlio Vargas.
DATA_INICIO: 1955/02/22",sucesso,CO_2166
3378,(CO) Consulta Correspondência\CO_2167,"COD_TIPO: CO
NUM_ANTDOC: 2167
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Nicolás Guillén
ONOMÁSTICO: Maria de Lourdes Teixeira
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa estar enviando um artigo seu, publicado na ""Gaceta Literaria"" (México), onde Maria de Lourdes Teixeira fala em Portinari.
DATA_INICIO: 1955/07/16",sucesso,CO_2167
3379,(CO) Consulta Correspondência\CO_2168,"COD_TIPO: CO
NUM_ANTDOC: 2168
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Jacques Duclos
DESTINATARIO: Boris Taslitzky
MEMO_RESUMO: Lamenta que o protesto contra a prisão de Duclos não tenha seguido com sua assinatura. Pede transmitir sua solidariedade. Comenta estar concluindo um quadro histórico (6 x 4m).
DATA_INICIO: 1952/  /",sucesso,CO_2168
3380,(CO) Consulta Correspondência\CO_2169,"COD_TIPO: CO
NUM_ANTDOC: 2169
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Convida Portinari para ser membro do juri de um concurso latino-americano de monumentos.
DATA_INICIO: 1961/12/14",sucesso,CO_2169
3381,(CO) Consulta Correspondência\CO_2170,"COD_TIPO: CO
NUM_ANTDOC: 2170
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Nicolás Guillén
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa estar enviando o poema que fez em casa de Portinari e que, breve, escreverá uma carta maior.
DATA_INICIO: 1948/06/",sucesso,CO_2170
3382,(CO) Consulta Correspondência\CO_2171,"COD_TIPO: CO
NUM_ANTDOC: 2171
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: null
ONOMÁSTICO: Almada Negreiros
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Entusiasmados com os desenhos (para o livro ""A selva""), os editores pedem a concordância de Portinari para expô-los no salão da livraria, com conferência de Almada Negreiros.
DATA_INICIO: 1955/  /",sucesso,CO_2171
3383,(CO) Consulta Correspondência\CO_2172,"COD_TIPO: CO
NUM_ANTDOC: 2172
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: null
ONOMÁSTICO: Ferreira de Castro
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Confirmam o telegrama em que ratificaram a proposta feita ao artista, agradecendo a aquiescência do pintor em associar seu nome à obra prima de Ferreira de Castro, que é o livro ""A selva"", em edição daquela casa editora. Pedem que Portinari informe o banco onde deve ser depositada a quantia combinada.
DATA_INICIO: 1955/02/17",sucesso,CO_2172
3384,(CO) Consulta Correspondência\CO_2173,"COD_TIPO: CO
NUM_ANTDOC: 2173
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Alencastro Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Mostra-se interessado em promover uma exposição de obras de Portinari em Roma, aproveitando que estará expondo em Israel. Para isso, pediu apoio do Itamaraty e pede a opinião de Portinari.
DATA_INICIO: 1956/05/02",sucesso,CO_2173
3385,(CO) Consulta Correspondência\CO_2174,"COD_TIPO: CO
NUM_ANTDOC: 2174
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Enrico Bianco
DESTINATARIO: Cypriano Amoroso Costa
MEMO_RESUMO: Convida  para irem a Brodowski. Sugere que, antes de decidirem quem irá ilustrar um determinado livro (a ser editado pela Sociedade dos Cem Bibliófilos), sejam solicitados desenhos a 2 ou mais artistas, informando que ele pode enviar alguns nomes. Informa que tem pintado pouco, mas observado muito.
DATA_INICIO: 1945/11/01",sucesso,CO_2174
3387,(CO) Consulta Correspondência\CO_2175,"COD_TIPO: CO
NUM_ANTDOC: 2175
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Alexandre Baldaque Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece a presteza e boa vontade de Portinari em colaborar com a organização da mostra de arte brasileira que está sendo enviada à Europa.
DATA_INICIO: 1959/05/22",sucesso,CO_2175
3388,(CO) Consulta Correspondência\CO_2176,"COD_TIPO: CO
NUM_ANTDOC: 2176
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Maria Penido
DESTINATARIO: Manuel Bandeira
MEMO_RESUMO: Comenta a vida agitada em Paris, informando que seus quadros ainda estão na Alfândega e, por isso, a exposição só acontecerá em outubro. Comenta, ainda, sobre o desconhecimento do Brasil, na França.
DATA_INICIO: 1946/06/06",sucesso,CO_2176
3390,(CO) Consulta Correspondência\CO_2177,"COD_TIPO: CO
NUM_ANTDOC: 2177
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Argeu Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa ter recebido, da Legação do Brasil em Haia, medalhas comemorativas da exposição Arte em Liberdade, realizada em 1945. E que a medalha destinada a Portinari encontra-se ao seu dispor nessa Divisão Cultural.
DATA_INICIO: 1948/08/05",sucesso,CO_2177
3391,(CO) Consulta Correspondência\CO_2178,"COD_TIPO: CO
NUM_ANTDOC: 2178
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Genival Barbosa Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Convida os Portinaris a assistirem às solenidades comemorativas do Dia Internacional do Estudante, informando sobre a programação.
DATA_INICIO: 1948/11/14",sucesso,CO_2178
3392,(CO) Consulta Correspondência\CO_2179,"COD_TIPO: CO
NUM_ANTDOC: 2179
PAGINAÇÃO: [4] p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO:  Picasso
DESTINATARIO: Manuel Bandeira
MEMO_RESUMO: Comenta ter recebido carta dele, Bandeira, com notícias da exposição de Lula. Relaciona os contatos que tem feito em Paris, ressaltando que o dono da galeria (Charpentier) não permitiu que ninguém, à exceção de Jean Cassou - diretor do Museu de Arte Moderna -, visse os quadros, antes da inauguração da mostra. Fala sobre algum problema havido com Paulo Duarte e Cícero Dias.
DATA_INICIO: 1946/08/18",sucesso,CO_2179
3395,(CO) Consulta Correspondência\CO_2180,"COD_TIPO: CO
NUM_ANTDOC: 2180
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Aníbal Machado
DESTINATARIO: Jayme de Barros
MEMO_RESUMO: Avisa que Aníbal Machado está seguindo para Paris e que pode dar dinheiro, do que deixou lá, caso ele precise.
DATA_INICIO: 1947/03/21",sucesso,CO_2180
3396,(CO) Consulta Correspondência\CO_2181,"COD_TIPO: CO
NUM_ANTDOC: 2181
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Maurício Fernandes
MEMO_RESUMO: Confirma entendimento verbal, fixando condições para execução de mural no Hotel Comodoro, na cidade de São Paulo.
DATA_INICIO: 1951/09/19",sucesso,CO_2181
3398,(CO) Consulta Correspondência\CO_2182,"COD_TIPO: CO
NUM_ANTDOC: 2182
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Maria Alencastro Guimarães
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Comenta assuntos pessoais e lembranças de passeios que fizeram juntas.
DATA_INICIO: 1942/03/27",sucesso,CO_2182
3399,(CO) Consulta Correspondência\CO_2183,"COD_TIPO: CO
NUM_ANTDOC: 2183
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mario Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Encaminha carta convite do Presidente da Comissão Municipal de Celebrações Colombianas de Gênova, para que Portinari exponha na I Bienal de Arte Marinha.
DATA_INICIO: 1951/06/13",sucesso,CO_2183
3400,(CO) Consulta Correspondência\CO_2184,"COD_TIPO: CO
NUM_ANTDOC: 2184
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mario Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa estar encaminhando, anexo, cópia de carta onde três professoras de desenho, argentinas, solicitam informações sobre a possibilidade de estudarem pintura com Portinari. Pede que o pintor responda.
DATA_INICIO: 1952/07/09",sucesso,CO_2184
3401,(CO) Consulta Correspondência\CO_2185,"COD_TIPO: CO
NUM_ANTDOC: 2185
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mario Guimarães
ONOMÁSTICO: Jacques Gotard
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Apresenta o escultor francês Jacques Gotard, agradecendo se Portinari puder dar-lhe atenção.
DATA_INICIO: 1952/07/29",sucesso,CO_2185
3402,(CO) Consulta Correspondência\CO_2186,"COD_TIPO: CO
NUM_ANTDOC: 2186
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Júlio de Mesquita Filho
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta e elogia o retrato que Portinari fez de sua mãe, anotando um pequeno senão a corrigir, quando de uma ida do artista a São Paulo.
DATA_INICIO: 1960/12/28",sucesso,CO_2186
3403,(CO) Consulta Correspondência\CO_2187,"COD_TIPO: CO
NUM_ANTDOC: 2187
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mario Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Diz estar enviando ofícios e recortes sobre um italiano muito devotado ao Brasil, e que já morreu.
DATA_INICIO: 1958/09/08",sucesso,CO_2187
3404,(CO) Consulta Correspondência\CO_2188,"COD_TIPO: CO
NUM_ANTDOC: 2188
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Lilian Guimarães
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Diz ter recebido os livros do Luraghi, por ele encomendado, e que estão causando furor. Pergunta pelos murais da ONU.
DATA_INICIO: 1955/  /",sucesso,CO_2188
3406,(CO) Consulta Correspondência\CO_2189,"COD_TIPO: CO
NUM_ANTDOC: 2189
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Oscar Niemeyer
ONOMÁSTICO: Arnaldo Estrela
DESTINATARIO: Juscelino Kubitschek
MEMO_RESUMO: Intercedem por Arnaldo Estrela, que teve um concerto, encomendado pela Cultura Artística de Belo Horizonte, cancelado na véspera, sem justificativa pertinente. Solicitam providências, confiantes na postura esclarecida de Juscelino.
DATA_INICIO: 1952/11/03",sucesso,CO_2189
3407,(CO) Consulta Correspondência\CO_2190,"COD_TIPO: CO
NUM_ANTDOC: 2190
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Assis Chateaubriand
DESTINATARIO: Lourival Gomes Machado
MEMO_RESUMO: Acusa recebimento das cartas e da planta da Bienal. Diz que ainda não falou com Chateaubraind sobre os ""Retirantes"", mas deseja que as três telas do Museu de Arte de São Paulo figurem na mostra. Mostra-se entusiasmado com a idéia de fazer um mural para Júlio Mesquita.
DATA_INICIO: 1951/09/28",sucesso,CO_2190
3408,(CO) Consulta Correspondência\CO_2191,"COD_TIPO: CO
NUM_ANTDOC: 2191
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Beatriz Llambi-Campbell
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece o retrato feito por Portinari, enviando-lhe pagamento.
DATA_INICIO: 1934/11/30",sucesso,CO_2191
3409,(CO) Consulta Correspondência\CO_2193,"COD_TIPO: CO
NUM_ANTDOC: 2193
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: null
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Trata de assuntos relativos ao painel decorativo criado por Portinari para o Edifício e Galeria Califórnia, obra do arquiteto Carlos Lemos, a ser inaugurada ""no final do mês"".
DATA_INICIO: 1953/10/13",sucesso,CO_2193
