titulo,conteudo
(CO) Consulta Correspondência\CO_5616,
(CO) Consulta Correspondência\CO_5617,
(CO) Consulta Correspondência\CO_5618,
(CO) Consulta Correspondência\CO_5619,"COD_TIPO: CO
NUM_ANTDOC: 5619
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Charles A. Thomson
ONOMÁSTICO: Otto Maria Carpeaux
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento do catálogo, enviado por Portinari, da exposição no Museu Nacional de Belas Artes, mostrando-se encantado, especialmente com o texto de Otto Maria Carpeaux sobre os murais de temas bíblicos. Diz ter sugerido ao Robert Smith fazer um artigo sobre a mostra, na revista ""Magazine of Art"". Agradece o retrato que Portinari fez de sua filha, Margaret.
DATA_INICIO: 1943/08/18"
(CO) Consulta Correspondência\CO_5620,"COD_TIPO: CO
NUM_ANTDOC: 5620
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Charles A. Thomson
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Agradece o jantar na casa dos Portinaris, elogiando as obras que pode apreciar no atelier do artista.
DATA_INICIO: 1942/11/19"
(CO) Consulta Correspondência\CO_5621,"COD_TIPO: CO
NUM_ANTDOC: 5621
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Charles A. Thomson
ONOMÁSTICO: María Rosa Oliver
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Relata conversa que teve com María Rosa Oliver, que contou-lhe que os painéis que ele, Portinari, está realizando para a Rádio Tupi estão maravilhosos. Informa que mudou de endereço e que, na casa nova, o retrato de Margaret foi colocado sobre a lareira.
DATA_INICIO: 1942/09/21"
(CO) Consulta Correspondência\CO_5622,
(CO) Consulta Correspondência\CO_5623,
(CO) Consulta Correspondência\CO_5624,
(CO) Consulta Correspondência\CO_5625,
(CO) Consulta Correspondência\CO_5626,"COD_TIPO: CO
NUM_ANTDOC: 5626
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Charles A. Thomson
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece o retrato que Portinari executou de sua filha, Margaret. Lamenta que o artista não possa estar presente à inauguração dos painéis que realizou na Biblioteca do Congresso.
DATA_INICIO: 1941/12/23"
(CO) Consulta Correspondência\CO_5627,
(CO) Consulta Correspondência\CO_5628,
(CO) Consulta Correspondência\CO_5629,"COD_TIPO: CO
NUM_ANTDOC: 5629
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Cartão
REMETENTE: Abreu Sodré
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Diz estar enviando uma obra para reparo e determina as dimensões do quadro que encomendou, cujo tema é café.
DATA_INICIO: 1956/04/07"
(CO) Consulta Correspondência\CO_5629,
(CO) Consulta Correspondência\CO_5630,
(CO) Consulta Correspondência\CO_5630,
(CO) Consulta Correspondência\CO_5631,
(CO) Consulta Correspondência\CO_5632,
(CO) Consulta Correspondência\CO_5633,"COD_TIPO: CO
NUM_ANTDOC: 5633
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Charles A. Thomson
ONOMÁSTICO: null
DESTINATARIO: Alfred H. Barr Junior
MEMO_RESUMO: Trata de assuntos relativos ao empréstimo de obras para a exposição de Portinari no Museum of Modern Art de Nova York.
DATA_INICIO: 1940/10/02"
(CO) Consulta Correspondência\CO_5634,
(CO) Consulta Correspondência\CO_5635,
(CO) Consulta Correspondência\CO_5636,
(CO) Consulta Correspondência\CO_5636,
(CO) Consulta Correspondência\CO_5637,"COD_TIPO: CO
NUM_ANTDOC: 5637
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Conrado Sorgenicht Filho
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Coloca à disposição de Portinari os serviços da firma, especializada em projetos de vitrais e mosaicos, em vista da notícia de que o artista decoraria a Igreja Matriz de Batatais.
DATA_INICIO: 1952/03/14"
(CO) Consulta Correspondência\CO_5638,
(CO) Consulta Correspondência\CO_5639,
(CO) Consulta Correspondência\CO_5640,
(CO) Consulta Correspondência\CO_5641,
(CO) Consulta Correspondência\CO_5642,
(CO) Consulta Correspondência\CO_5642,
(CO) Consulta Correspondência\CO_5643,
(CO) Consulta Correspondência\CO_5643,
(CO) Consulta Correspondência\CO_5643,
(CO) Consulta Correspondência\CO_5644,
(CO) Consulta Correspondência\CO_5645,
(CO) Consulta Correspondência\CO_5646,
(CO) Consulta Correspondência\CO_5646,
(CO) Consulta Correspondência\CO_5646,
(CO) Consulta Correspondência\CO_5647,"COD_TIPO: CO
NUM_ANTDOC: 5647
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Anselmo Testa
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta assuntos pessoais, dizendo-se sabedor do adiantado da execução dos painéis da ONU.
DATA_INICIO: 1955/12/30"
(CO) Consulta Correspondência\CO_5647,
(CO) Consulta Correspondência\CO_5648,"COD_TIPO: CO
NUM_ANTDOC: 5648
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Anselmo Testa
ONOMÁSTICO: José Martins de Barros
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Transcreve o teor de um requerimento, aprovado pela Câmara de Batatais, para que seja consignado, em ata, um voto de louvor a Portinari e a José Martins de Barros pela doação, à Igreja Matriz de Batatais, do conjunto pictórico da ""Via Crucis"".
DATA_INICIO: 1955/03/19"
(CO) Consulta Correspondência\CO_5649,"COD_TIPO: CO
NUM_ANTDOC: 5649
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Anselmo Testa
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de recortes de jornal reproduzindo os quadros da ""Via Sacra"" de Batatais.
DATA_INICIO: 1953/10/20"
(CO) Consulta Correspondência\CO_5650,"COD_TIPO: CO
NUM_ANTDOC: 5650
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Octavio Tarquínio de Souza
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Agradece por Portinari ter executado seu retrato, realizado através de subscrições de amigos.
DATA_INICIO: 1943/08/12"
(CO) Consulta Correspondência\CO_5650,
(CO) Consulta Correspondência\CO_5651,
(CO) Consulta Correspondência\CO_5651,
(CO) Consulta Correspondência\CO_5651,
(CO) Consulta Correspondência\CO_5652,
(CO) Consulta Correspondência\CO_5653,
(CO) Consulta Correspondência\CO_5654,"COD_TIPO: CO
NUM_ANTDOC: 5654
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Octavio Tarquínio de Souza
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta assuntos pessoais, dizendo-se ansioso para ver a obra ""Primeira Missa no Brasil"".
DATA_INICIO: 1948/06/16"
(CO) Consulta Correspondência\CO_5655,
(CO) Consulta Correspondência\CO_5656,"COD_TIPO: CO
NUM_ANTDOC: 5656
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Anselmo Testa
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta a afluência de público à Igreja Matriz de Batatais, devido às decorações de Portinari.
DATA_INICIO: 1953/03/30"
(CO) Consulta Correspondência\CO_5657,
(CO) Consulta Correspondência\CO_5657,
(CO) Consulta Correspondência\CO_5658,
(CO) Consulta Correspondência\CO_5658,
(CO) Consulta Correspondência\CO_5659,
(CO) Consulta Correspondência\CO_5660,
(CO) Consulta Correspondência\CO_5660,
(CO) Consulta Correspondência\CO_5661,
(CO) Consulta Correspondência\CO_5662,
(CO) Consulta Correspondência\CO_5663,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5664,
(CO) Consulta Correspondência\CO_5665,"COD_TIPO: CO
NUM_ANTDOC: 5665
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Giorgio Stecher
ONOMÁSTICO: Mendes André
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Mostra-se feliz por ter recebido, por intermédio de Mendes André, um ""Cangaceiro"" executado por Portinari.
DATA_INICIO: 1955/08/09"
(CO) Consulta Correspondência\CO_5666,
(CO) Consulta Correspondência\CO_5667,
(CO) Consulta Correspondência\CO_5668,
(CO) Consulta Correspondência\CO_5669,
(CO) Consulta Correspondência\CO_5670,
(CO) Consulta Correspondência\CO_5671,
(CO) Consulta Correspondência\CO_5672,
(CO) Consulta Correspondência\CO_5672,
(CO) Consulta Correspondência\CO_5672,
(CO) Consulta Correspondência\CO_5672,
(CO) Consulta Correspondência\CO_5672,
(CO) Consulta Correspondência\CO_5674,
(CO) Consulta Correspondência\CO_5675,
(CO) Consulta Correspondência\CO_5676,
(CO) Consulta Correspondência\CO_5677,
(CO) Consulta Correspondência\CO_5677,
(CO) Consulta Correspondência\CO_5677,
(CO) Consulta Correspondência\CO_5677,
(CO) Consulta Correspondência\CO_5677,
(CO) Consulta Correspondência\CO_5678,
(CO) Consulta Correspondência\CO_5678,
(CO) Consulta Correspondência\CO_5679,
(CO) Consulta Correspondência\CO_5680,
(CO) Consulta Correspondência\CO_5680,
(CO) Consulta Correspondência\CO_5680,
(CO) Consulta Correspondência\CO_5681,
(CO) Consulta Correspondência\CO_5681,
(CO) Consulta Correspondência\CO_5682,
(CO) Consulta Correspondência\CO_5682,
(CO) Consulta Correspondência\CO_5682,
(CO) Consulta Correspondência\CO_5682,
(CO) Consulta Correspondência\CO_5683,
(CO) Consulta Correspondência\CO_5683,
(CO) Consulta Correspondência\CO_5684,
(CO) Consulta Correspondência\CO_5684,
(CO) Consulta Correspondência\CO_5685,"COD_TIPO: CO
NUM_ANTDOC: 5685
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Paul Strand
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Comenta sobre o estado de saúde de Portinari. Mostra-se contente com as notícias sobre o entusiasmo e a aprovação dos estudos de Portinari para os murais da ONU. Comenta outros assuntos pessoais.
DATA_INICIO: 1953/06/15"
(CO) Consulta Correspondência\CO_5685,
(CO) Consulta Correspondência\CO_5685,
(CO) Consulta Correspondência\CO_5686,"COD_TIPO: CO
NUM_ANTDOC: 5686
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Paul Strand
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Retribui votos de boas festas. Relata encontro que teve com o diretor do Museu de Arte de São Paulo, que informou-o do restabelecimento de Portinari e que o pintor já estava trabalhando novamente nos painéis da ONU. Elogia a coleção e a arquitetura do MASP. Comenta outros assuntos pessoais.
DATA_INICIO: 1954/01/18"
(CO) Consulta Correspondência\CO_5686,
(CO) Consulta Correspondência\CO_5687,
(CO) Consulta Correspondência\CO_5687,
(CO) Consulta Correspondência\CO_5688,
(CO) Consulta Correspondência\CO_5688,
(CO) Consulta Correspondência\CO_5689,
(CO) Consulta Correspondência\CO_5690,
(CO) Consulta Correspondência\CO_5691,
(CO) Consulta Correspondência\CO_5691,
(CO) Consulta Correspondência\CO_5692,
(CO) Consulta Correspondência\CO_5693,
(CO) Consulta Correspondência\CO_5693,
(CO) Consulta Correspondência\CO_5694,
(CO) Consulta Correspondência\CO_5695,
(CO) Consulta Correspondência\CO_5696,
(CO) Consulta Correspondência\CO_5696,
(CO) Consulta Correspondência\CO_5697,"COD_TIPO: CO
NUM_ANTDOC: 5697
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Oswaldo Teixeira
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Solicita que o pintor mande buscar a tela ""Café"" no Museu Nacional de Belas Artes, quadro este que voltou ao museu por não haver quem o recebesse no atelier do Ministério da Educação, onde mandou que fosse entregue, por determinação do Ministro.
DATA_INICIO: 1938/08/16"
(CO) Consulta Correspondência\CO_5698,
(CO) Consulta Correspondência\CO_5698,
(CO) Consulta Correspondência\CO_5699,
(CO) Consulta Correspondência\CO_5699,
(CO) Consulta Correspondência\CO_5700,
(CO) Consulta Correspondência\CO_5701,
(CO) Consulta Correspondência\CO_5702,
(CO) Consulta Correspondência\CO_5703,"COD_TIPO: CO
NUM_ANTDOC: 5703
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Acyr Teixeira
ONOMÁSTICO: Aurélio Milloss
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Convida Portinari a realizar os cenários e figurinos do balé Passacaglia, sob a orientação artística de Aurélio Miloss.
DATA_INICIO: 1953/07/16"
(CO) Consulta Correspondência\CO_5703,
(CO) Consulta Correspondência\CO_5704,
(CO) Consulta Correspondência\CO_5705,"COD_TIPO: CO
NUM_ANTDOC: 5705
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: Damian Carlos Bayón
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Apresenta-se ao pintor, citando amigos comuns, dizendo-se grande admiradora e conhecedora da obra do artista, tendo visitado, recentemente, seus murais no edifício da ONU, sobre os quais escreveu artigo, publicado no jornal ""El Nacional"", do qual envia cópia. Informa que o Museu de Bellas Artes de Caracas está formando sua coleção de arte latino-americana, com apoio da Sociedad Amigos del Museo de Bellas Artes, na qual ela desejaria poder incluir uma obra dele, Portinari. Para tanto, pergunta o preço e pede uma reprodução de obra à escolha do artista.
DATA_INICIO: 1958/03/01"
(CO) Consulta Correspondência\CO_5706,"COD_TIPO: CO
NUM_ANTDOC: 5706
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Faz referência a uma carta anterior, reforçando o pedido de informações sobre preços de obras dele, Portinari, para que o Museo de Bellas Artes de Caracas venha a adquirir uma, para a coleção de arte latino-americana daquele museu.
DATA_INICIO: 1958/06/11"
(CO) Consulta Correspondência\CO_5707,"COD_TIPO: CO
NUM_ANTDOC: 5707
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: Mariano Picón Salas
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta e de quatro fotografias de obras à venda. Informa que gostaria de adquirir a tela ""Laçando o Boi"" para a coleção de arte interamericana do Museo de Bellas Artes de Caracas, solicitando seu imediato envio, para a Sociedad Amigos del Museo de Bellas Artes, cujo pagamento será feito através de cheque bancário.
DATA_INICIO: 1958/08/12"
(CO) Consulta Correspondência\CO_5708,"COD_TIPO: CO
NUM_ANTDOC: 5708
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: Inocente Palacios
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa estar enviando, à parte, carta em nome da Sociedad Amigos del Museo de Bellas Artes de Caracas, onde informa desejar adquirir uma obra sua para o referido museu. Diz desejar mostrar transparências de obras do artista para o dr. Inocente Palacios, patrocinador do Museo de Arte Moderno de Caracas. Informa, ainda, estar interessada em adquirir a obra ""Mãe"", particularmente, solicitando que o artista já separe a obra para ela.
DATA_INICIO: 1958/08/13"
(CO) Consulta Correspondência\CO_5709,"COD_TIPO: CO
NUM_ANTDOC: 5709
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: Inocente Palacios
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta de Maria Portinari, informando que ainda não foram despachadas as duas telas adquiridas. Diz estar tomando as providências junto à Embaixada da Venezuela. Solicita o envio de uma pequena biografia do artista para ser incluída no catálogo da Colección de Arte Interamericano, do qual enviará exemplar para o pintor. Diz estar aguardando fotos para mostrar a Inocente Palacios. Pergunta se Portinari estaria interessado em fazer uma mostra no Museo de Bellas Artes, sob o patrocínio da Sociedad Amigos del Museo.
DATA_INICIO: 1958/11/27"
(CO) Consulta Correspondência\CO_5710,
(CO) Consulta Correspondência\CO_5710,
(CO) Consulta Correspondência\CO_5711,"COD_TIPO: CO
NUM_ANTDOC: 5711
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Desculpa-se pela demora em escrever, comunicando a chegada das obras que adquiriu de Portinari. Informa que o catálogo da Coleção Interamericana de Arte já está em preparo e que será enviado um exemplar para o artista. Esclarece que o Museo de Bellas Artes preferiu ficar com a obra ""Mãe"" e que, talvez, fique com as duas telas. Caso contrário, o óleo ""Laçando Boi"" será vendido a um membro da sociedade. Logo que fique decidido, enviará o cheque correspondente. Insiste na possibilidade de Portinari expor em Caracas.
DATA_INICIO: 1959/04/07"
(CO) Consulta Correspondência\CO_5712,"COD_TIPO: CO
NUM_ANTDOC: 5712
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Clara Diament de Sujo
ONOMÁSTICO: Heinz Kern
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Avisa estar enviando cheque para pagamento da obra ""Laçando Boi"", adquirida por Heinz Kern. Informa que a obra ""Mãe"" ficou com o Museo de Bellas Artes.
DATA_INICIO: 1959/04/30"
(CO) Consulta Correspondência\CO_5713,
(CO) Consulta Correspondência\CO_5713,
(CO) Consulta Correspondência\CO_5713,
(CO) Consulta Correspondência\CO_5714,
(CO) Consulta Correspondência\CO_5714,
(CO) Consulta Correspondência\CO_5715,
(CO) Consulta Correspondência\CO_5716,
(CO) Consulta Correspondência\CO_5717,
(CO) Consulta Correspondência\CO_5717,
(CO) Consulta Correspondência\CO_5718,
(CO) Consulta Correspondência\CO_5719,
(CO) Consulta Correspondência\CO_5720,
(CO) Consulta Correspondência\CO_5720,
(CO) Consulta Correspondência\CO_5720,
(CO) Consulta Correspondência\CO_5720,
(CO) Consulta Correspondência\CO_5721,
(CO) Consulta Correspondência\CO_5722,
(CO) Consulta Correspondência\CO_5723,"COD_TIPO: CO
NUM_ANTDOC: 5723
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Shane Tahney
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Apresenta-se - um padre carmelita, interessado em arte sacra. Conta ter visto reproduções de obras de arte carmelita (obras da Capela Mayrink) na revista ""Liturgical Arts"", mostrando-se interessado em adquiri-las para sua igreja. Deseja saber se estão à venda, preço ou onde estão.
DATA_INICIO: 1950/02/03"
(CO) Consulta Correspondência\CO_5723,
(CO) Consulta Correspondência\CO_5724,
(CO) Consulta Correspondência\CO_5725,
(CO) Consulta Correspondência\CO_5726,
(CO) Consulta Correspondência\CO_5727,
(CO) Consulta Correspondência\CO_5728,
(CO) Consulta Correspondência\CO_5729,"COD_TIPO: CO
NUM_ANTDOC: 5729
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: Clemente Mariani
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Solicita fotos dos quadros da Igreja Matriz de Batatais, para divulgação na imprensa baiana. Sabedor que o artista irá expor no Museu de Arte Moderna do Rio de Janeiro, propõe-se a levar a referida mostra para a Bahia, aproveitando a inauguração da nova sede do Banco da Bahia, com o painel ""Chegada de D. João VI"", realizando uma exposição Portinari na Galeria Oxumaré, com a presença do artista. Diz aguardar resposta.
DATA_INICIO: 1953/03/26"
(CO) Consulta Correspondência\CO_5730,
(CO) Consulta Correspondência\CO_5731,
(CO) Consulta Correspondência\CO_5732,
(CO) Consulta Correspondência\CO_5733,
(CO) Consulta Correspondência\CO_5734,
(CO) Consulta Correspondência\CO_5734,
(CO) Consulta Correspondência\CO_5735,"COD_TIPO: CO
NUM_ANTDOC: 5735
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Henrique Tamm
ONOMÁSTICO: null
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Informa preferir ficar com a tela de menores proporções. Aproveita para devolver um desenho que foi entregue por engano, enviando também um outro desenho (""Cavalo"") para ser trocado por um ""D.Quixote"", nas mesmas dimensões do outro ""D.Quixote"", presenteado por Portinari.
DATA_INICIO: 1957/07/02"
(CO) Consulta Correspondência\CO_5735,
(CO) Consulta Correspondência\CO_5736,"COD_TIPO: CO
NUM_ANTDOC: 5736
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Reitera o convite para Portinari ir à Bahia. Deseja saber se determinados quadros ainda estão à venda e o preço deles. Envia, anexa, uma lista de navios para a Bahia, com datas de saída do Rio de Janeiro e tempo de viagem.
DATA_INICIO: 1953/  /"
(CO) Consulta Correspondência\CO_5736,
(CO) Consulta Correspondência\CO_5737,
(CO) Consulta Correspondência\CO_5737,
(CO) Consulta Correspondência\CO_5738,
(CO) Consulta Correspondência\CO_5739,"COD_TIPO: CO
NUM_ANTDOC: 5739
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: Arturo Profili
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Trata de assuntos relativos à aquisição da obra ""As Lavadeiras"" para sua coleção.
DATA_INICIO: 1959/11/08"
(CO) Consulta Correspondência\CO_5740,"COD_TIPO: CO
NUM_ANTDOC: 5740
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: Leão Gondim de Oliveira
DESTINATARIO: Maria Portinari
MEMO_RESUMO: Trata de assuntos relativos à aquisição de obras de Portinari para sua coleção, solicitando preço da obra ""Lavadeiras"".
DATA_INICIO: 1959/10/07"
(CO) Consulta Correspondência\CO_5741,"COD_TIPO: CO
NUM_ANTDOC: 5741
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Avisa de remessa de cheque para pagamento da obra ""Endomingada"". Pergunta se Portinari estaria interessado em vender ""O Naufrágio"" por 40.000 cruzeiros.
DATA_INICIO: 1954/05/26"
(CO) Consulta Correspondência\CO_5742,"COD_TIPO: CO
NUM_ANTDOC: 5742
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: Assis Chateaubriand
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Comenta assuntos pessoais, desculpando-se pelo atraso no pagamento de obras. Avisa do envio do pagamento da ""Endomingada"". Mostra-se entusiasmado com a oferta que o artista lhe fez, para a compra das ""Lavadeiras"".  Mostra-se surpreso com o envio de painéis da revista ""O Cruzeiro"" para a Bienal de Veneza.
DATA_INICIO: 1954/05/10"
(CO) Consulta Correspondência\CO_5743,"COD_TIPO: CO
NUM_ANTDOC: 5743
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Odorico Tavares
ONOMÁSTICO: Assis Chateaubriand
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Acusa recebimento de carta. Trata de assuntos relativos à aquisição de obras de Portinari. Fala, ainda, sobre os murais para o edifício da revista ""O Cruzeiro"" e sobre a possibilidade do artista receber encomenda de um painel para a Rádio Tamandaré de Recife.
DATA_INICIO: 1951/01/11"
(CO) Consulta Correspondência\CO_5743,
(CO) Consulta Correspondência\CO_5743,
(CO) Consulta Correspondência\CO_5744,
(CO) Consulta Correspondência\CO_5745,"COD_TIPO: CO
NUM_ANTDOC: 5745
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Odorico Tavares
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Solicita envio, urgente, de fotografias do mural ""Tiradentes"".
DATA_INICIO: 1949/08/03"
(CO) Consulta Correspondência\CO_5746,
(CO) Consulta Correspondência\CO_5746,
(CO) Consulta Correspondência\CO_5746,
(CO) Consulta Correspondência\CO_5747,
(CO) Consulta Correspondência\CO_5747,
(CO) Consulta Correspondência\CO_5748,
(CO) Consulta Correspondência\CO_5748,
(CO) Consulta Correspondência\CO_5749,"COD_TIPO: CO
NUM_ANTDOC: 5749
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Pedro Laborne Tavares
ONOMÁSTICO: null
DESTINATARIO: Luiz Portinari
MEMO_RESUMO: Solicita providências a respeito da Via Sacra da Igreja da Pampulha.
DATA_INICIO: 1946/07/13"
(CO) Consulta Correspondência\CO_5750,
(CO) Consulta Correspondência\CO_5751,"COD_TIPO: CO
NUM_ANTDOC: 5751
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Ribeiro Couto
MEMO_RESUMO: Diz estar enviando fotografias de obras, informando que o ""São João"" ainda não está terminado.
DATA_INICIO: 1937/  /"
(CO) Consulta Correspondência\CO_5752,"COD_TIPO: CO
NUM_ANTDOC: 5752
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Ribeiro Couto
MEMO_RESUMO: Acusa recebimento de dois exemplares do livro de Ribeiro Couto, ""Presença de Santa Terezinha"". Agradece as palavras sobre as ilustrações.
DATA_INICIO: 1934/10/17"
(CO) Consulta Correspondência\CO_5753,"COD_TIPO: CO
NUM_ANTDOC: 5753
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Marcos Roméro
MEMO_RESUMO: Acusa recebimento de carta, agradecendo a tradução de artigo enviado. Diz estar aguardando a notícia oficial (da premiação do Internacional Fine Arts Council). Informa ter terminado os painéis da ONU, manifestando interesse em acompanhá-los quando forem enviados para Nova York.
DATA_INICIO: 1955/12/"
(CO) Consulta Correspondência\CO_5753,
(CO) Consulta Correspondência\CO_5754,"COD_TIPO: CO
NUM_ANTDOC: 5754
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Marcos Roméro
MEMO_RESUMO: Agradece o interesse demonstrado por ele. Informa a data da exposição dos painéis da ONU no Teatro Municipal e que, após o encerramento da mostra, serão enviados para Nova York. Comunica seu embarque para a Europa a 17 de abril, portanto não poderá comparecer à montagem dos referidos painéis, sobretudo pela dificuldade em obter o seu visto de entrada.
DATA_INICIO: 1956/02/17"
(CO) Consulta Correspondência\CO_5754,
(CO) Consulta Correspondência\CO_5754,
